id,title,authors,conference,year,official_page,pdf_link,matched_keywords,matched_axis,classification_reason
ICML2025-1099,Learning to Keep a Promise: Scaling Language Model Decoding Parallelism with Learned Asynchronous Decoding,"Tian Jin, Ellie Y Cheng, Zachary Ankner, Nikunj Saunshi, Blake M Elias, Amir Yazdanbakhsh, Jonathan Ragan-Kelley, Suvinay Subramanian, Michael Carbin",ICML,2025,https://proceedings.mlr.press/v267/jin25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/jin25a/jin25a.pdf,asynchronous,Ambiguous,Broad title keyword candidate inspected via official abstract/page. Final screening: E - Official abstract/page inspection did not confirm event-camera/DVS or SNN relevance.
ICML2025-1121,Agent-Centric Actor-Critic for Asynchronous Multi-Agent Reinforcement Learning,"Whiyoung Jung, Sunghoon Hong, Deunsol Yoon, Kanghoon Lee, Woohyung Lim",ICML,2025,https://proceedings.mlr.press/v267/jung25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/jung25a/jung25a.pdf,asynchronous,Ambiguous,Broad title keyword candidate inspected via official abstract/page. Final screening: E - Official abstract/page inspection did not confirm event-camera/DVS or SNN relevance.
ICML2025-1198,HALoS: Hierarchical Asynchronous Local SGD over Slow Networks for Geo-Distributed Large Language Model Training,"Geon-Woo Kim, Junbo Li, Shashidhar Gandham, Omar Baldonado, Adithya Gangidi, Pavan Balaji, Zhangyang Wang, Aditya Akella",ICML,2025,https://proceedings.mlr.press/v267/kim25y.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/kim25y/kim25y.pdf,asynchronous,Ambiguous,Broad title keyword candidate inspected via official abstract/page. Final screening: E - Official abstract/page inspection did not confirm event-camera/DVS or SNN relevance.
ICML2025-1484,BSO: Binary Spiking Online Optimization Algorithm,"Yu Liang, Yu Yang, Wenjie Wei, Ammar Belatreche, Shuai Wang, Malu Zhang, Yang Yang",ICML,2025,https://proceedings.mlr.press/v267/liang25r.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/liang25r/liang25r.pdf,spiking,SNN axis,Broad title keyword candidate inspected via official abstract/page. Final screening: C - Official abstract/page confirms SNN/spiking neural computation; no clear event-camera/DVS evidence found.
ICML2025-1579,Efficient ANN-SNN Conversion with Error Compensation Learning,"Chang Liu, Jiangrong Shen, Xuming Ran, Mingkun Xu, Qi Xu, Yi Xu, Gang Pan",ICML,2025,https://proceedings.mlr.press/v267/liu25bl.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/liu25bl/liu25bl.pdf,snn,SNN axis,Broad title keyword candidate inspected via official abstract/page. Final screening: C - Official abstract/page confirms SNN/spiking neural computation; no clear event-camera/DVS evidence found.
ICML2025-1735,Ringmaster ASGD: The First Asynchronous SGD with Optimal Time Complexity,"Arto Maranjyan, Alexander Tyurin, Peter Richtárik",ICML,2025,https://proceedings.mlr.press/v267/maranjyan25b.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/maranjyan25b/maranjyan25b.pdf,asynchronous,Ambiguous,Broad title keyword candidate inspected via official abstract/page. Final screening: E - Official abstract/page inspection did not confirm event-camera/DVS or SNN relevance.
ICML2025-1755,Heterogeneous Treatment Effect in Time-to-Event Outcomes: Harnessing Censored Data with Recursively Imputed Trees,"Tomer Meir, Uri Shalit, Malka Gorfine",ICML,2025,https://proceedings.mlr.press/v267/meir25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/meir25a/meir25a.pdf,event,Ambiguous,Broad title keyword candidate inspected via official abstract/page. Final screening: E - Official abstract/page inspection did not confirm event-camera/DVS or SNN relevance.
ICML2025-1843,Time to Spike? Understanding the Representational Power of Spiking Neural Networks in Discrete Time,"Duc Anh Nguyen, Ernesto Araya, Adalbert Fono, Gitta Kutyniok",ICML,2025,https://proceedings.mlr.press/v267/nguyen25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/nguyen25a/nguyen25a.pdf,spiking neural networks; spike; spiking,SNN axis,Broad title keyword candidate inspected via official abstract/page. Final screening: C - Official abstract/page confirms SNN/spiking neural computation; no clear event-camera/DVS evidence found.
ICML2025-2341,Sorbet: A Neuromorphic Hardware-Compatible Transformer-Based Spiking Language Model,"Kaiwen Tang, Zhanglu Yan, Weng-Fai Wong",ICML,2025,https://proceedings.mlr.press/v267/tang25l.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/tang25l/tang25l.pdf,spiking,SNN axis,Broad title keyword candidate inspected via official abstract/page. Final screening: C - Official abstract/page confirms SNN/spiking neural computation; no clear event-camera/DVS evidence found.
ICML2025-2473,Learning Event Completeness for Weakly Supervised Video Anomaly Detection,"Yu Wang, Shiwei Chen",ICML,2025,https://proceedings.mlr.press/v267/wang25l.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/wang25l/wang25l.pdf,event,Ambiguous,Broad title keyword candidate inspected via official abstract/page. Final screening: E - Official abstract/page inspection did not confirm event-camera/DVS or SNN relevance.
ICML2025-2505,Event-Customized Image Generation,"Zhen Wang, Yilei Jiang, Dong Zheng, Jun Xiao, Long Chen",ICML,2025,https://proceedings.mlr.press/v267/wang25ar.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/wang25ar/wang25ar.pdf,event,Ambiguous,Broad title keyword candidate inspected via official abstract/page. Final screening: E - Official abstract/page inspection did not confirm event-camera/DVS or SNN relevance.
ICML2025-2510,Freeze-Omni: A Smart and Low Latency Speech-to-speech Dialogue Model with Frozen LLM,"Xiong Wang, Yangze Li, Chaoyou Fu, Yike Zhang, Yunhang Shen, Lei Xie, Ke Li, Xing Sun, Long Ma",ICML,2025,https://proceedings.mlr.press/v267/wang25aw.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/wang25aw/wang25aw.pdf,low latency,Ambiguous,Broad title keyword candidate inspected via official abstract/page. Final screening: E - Official abstract/page inspection did not confirm event-camera/DVS or SNN relevance.
ICML2025-2578,Delay-DSGN: A Dynamic Spiking Graph Neural Network with Delay Mechanisms for Evolving Graph,"Zhiqiang Wang, Jianghao Wen, Jianqing Liang",ICML,2025,https://proceedings.mlr.press/v267/wang25dm.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/wang25dm/wang25dm.pdf,spiking,SNN axis,Broad title keyword candidate inspected via official abstract/page. Final screening: C - Official abstract/page confirms SNN/spiking neural computation; no clear event-camera/DVS evidence found.
ICML2025-2680,SpikF: Spiking Fourier Network for Efficient Long-term Prediction,"Wenjie Wu, Dexuan Huo, Hong Chen",ICML,2025,https://proceedings.mlr.press/v267/wu25m.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/wu25m/wu25m.pdf,spiking,SNN axis,Broad title keyword candidate inspected via official abstract/page. Final screening: C - Official abstract/page confirms SNN/spiking neural computation; no clear event-camera/DVS evidence found.
ICML2025-2719,Sparse Video-Gen: Accelerating Video Diffusion Transformers with Spatial-Temporal Sparsity,"Haocheng Xi, Shuo Yang, Yilong Zhao, Chenfeng Xu, Muyang Li, Xiuyu Li, Yujun Lin, Han Cai, Jintao Zhang, Dacheng Li, Jianfei Chen, Ion Stoica, Kurt Keutzer, Song Han",ICML,2025,https://proceedings.mlr.press/v267/xi25c.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/xi25c/xi25c.pdf,temporal sparsity,Ambiguous,Broad title keyword candidate inspected via official abstract/page. Final screening: E - Official abstract/page inspection did not confirm event-camera/DVS or SNN relevance.
ICML2025-2726,When Every Millisecond Counts: Real-Time Anomaly Detection via the Multimodal Asynchronous Hybrid Network,"Dong Xiao, Guangyao Chen, Peixi Peng, Yangru Huang, Yifan Zhao, Yongxing Dai, Yonghong Tian",ICML,2025,https://proceedings.mlr.press/v267/xiao25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/xiao25a/xiao25a.pdf,asynchronous,Event Camera axis,Broad title keyword candidate inspected via official abstract/page. Final screening: B - Official abstract/page confirms event-camera/DVS/visual-event-stream evidence; no clear SNN evidence found.
ICML2025-2762,Hybrid Spiking Vision Transformer for Object Detection with Event Cameras,"Qi Xu, Jie Deng, Jiangrong Shen, Biwu Chen, Huajin Tang, Gang Pan",ICML,2025,https://proceedings.mlr.press/v267/xu25e.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/xu25e/xu25e.pdf,event cameras; event; spiking,Both axes,Broad title keyword candidate inspected via official abstract/page. Final screening: A - Official abstract/page confirms both event-camera/DVS/visual-event-stream evidence and SNN/spiking neural computation.
ICML2025-2800,Self-cross Feature based Spiking Neural Networks for Efficient Few-shot Learning,"Qi Xu, Junyang Zhu, Dongdong Zhou, Hao Chen, Yang Liu, Jiangrong Shen, Qiang Zhang",ICML,2025,https://proceedings.mlr.press/v267/xu25aq.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/xu25aq/xu25aq.pdf,spiking neural networks; spiking,SNN axis,Broad title keyword candidate inspected via official abstract/page. Final screening: C - Official abstract/page confirms SNN/spiking neural computation; no clear event-camera/DVS evidence found.
ICML2025-2813,Training High Performance Spiking Neural Network by Temporal Model Calibration,"Jiaqi Yan, Changping Wang, De Ma, Huajin Tang, Qian Zheng, Gang Pan",ICML,2025,https://proceedings.mlr.press/v267/yan25c.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/yan25c/yan25c.pdf,spiking neural network; spiking,SNN axis,Broad title keyword candidate inspected via official abstract/page. Final screening: C - Official abstract/page confirms SNN/spiking neural computation; no clear event-camera/DVS evidence found.
ICML2025-2816,Momentum-Driven Adaptivity: Towards Tuning-Free Asynchronous Federated Learning,"Wenjing Yan, Xiangyu Zhong, Xiaolu Wang, Ying-Jun Angela Zhang",ICML,2025,https://proceedings.mlr.press/v267/yan25f.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/yan25f/yan25f.pdf,asynchronous,Ambiguous,Broad title keyword candidate inspected via official abstract/page. Final screening: E - Official abstract/page inspection did not confirm event-camera/DVS or SNN relevance.
ICML2025-2864,Neural Event-Triggered Control with Optimal Scheduling,"Luan Yang, Jingdong Zhang, Qunxi Zhu, Wei Lin",ICML,2025,https://proceedings.mlr.press/v267/yang25av.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/yang25av/yang25av.pdf,event,Ambiguous,Broad title keyword candidate inspected via official abstract/page. Final screening: E - Official abstract/page inspection did not confirm event-camera/DVS or SNN relevance.
ICML2025-2938,TS-SNN: Temporal Shift Module for Spiking Neural Networks,"Kairong Yu, Tianqing Zhang, Qi Xu, Gang Pan, Hongwei Wang",ICML,2025,https://proceedings.mlr.press/v267/yu25w.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/yu25w/yu25w.pdf,spiking neural networks; snn; spiking,SNN axis,Broad title keyword candidate inspected via official abstract/page. Final screening: C - Official abstract/page confirms SNN/spiking neural computation; no clear event-camera/DVS evidence found.
ICML2025-2940,Efficient Logit-based Knowledge Distillation of Deep Spiking Neural Networks for Full-Range Timestep Deployment,"Chengting Yu, Xiaochen Zhao, Lei Liu, Shu Yang, Gaoang Wang, Erping Li, Aili Wang",ICML,2025,https://proceedings.mlr.press/v267/yu25y.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/yu25y/yu25y.pdf,spiking neural networks; spiking,Both axes,Broad title keyword candidate inspected via official abstract/page. Final screening: A - Official abstract/page confirms both event-camera/DVS/visual-event-stream evidence and SNN/spiking neural computation.
ICML2025-2941,Residual TPP: A Unified Lightweight Approach for Event Stream Data Analysis,"Ruoxin Yuan, Guanhua Fang",ICML,2025,https://proceedings.mlr.press/v267/yuan25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/yuan25a/yuan25a.pdf,event stream; event,Ambiguous,Broad title keyword candidate inspected via official abstract/page. Final screening: E - Official abstract/page inspection did not confirm event-camera/DVS or SNN relevance.
ICML2025-3099,Conformal Anomaly Detection in Event Sequences,"Shuai Zhang, Chuan Zhou, Yang Liu, Peng Zhang, Xixun Lin, Shirui Pan",ICML,2025,https://proceedings.mlr.press/v267/zhang25dn.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zhang25dn/zhang25dn.pdf,event,Ambiguous,Broad title keyword candidate inspected via official abstract/page. Final screening: E - Official abstract/page inspection did not confirm event-camera/DVS or SNN relevance.
ICML2025-3117,TTFSFormer: A TTFS-based Lossless Conversion of Spiking Transformer,"Lusen Zhao, Zihan Huang, Jianhao Ding, Zhaofei Yu",ICML,2025,https://proceedings.mlr.press/v267/zhao25n.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zhao25n/zhao25n.pdf,spiking transformer; spiking,SNN axis,Broad title keyword candidate inspected via official abstract/page. Final screening: C - Official abstract/page confirms SNN/spiking neural computation; no clear event-camera/DVS evidence found.
ICML2025-3218,EvFocus: Learning to Reconstruct Sharp Images from Out-of-Focus Event Streams,"Lin Zhu, Xiantao Ma, Xiao Wang, Lizhi Wang, Hua Huang",ICML,2025,https://proceedings.mlr.press/v267/zhu25n.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zhu25n/zhu25n.pdf,event streams; event,Event Camera axis,Broad title keyword candidate inspected via official abstract/page. Final screening: B - Official abstract/page confirms event-camera/DVS/visual-event-stream evidence; no clear SNN evidence found.
ICML2025-3251,SpikeVideoFormer: An Efficient Spike-Driven Video Transformer with Hamming Attention and $\mathcalO(T)$ Complexity,"Shihao Zou, Qingfeng Li, Wei Ji, Jingjing Li, Yongkui Yang, Guoqi Li, Chao Dong",ICML,2025,https://proceedings.mlr.press/v267/zou25b.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zou25b/zou25b.pdf,spike,SNN axis,Broad title keyword candidate inspected via official abstract/page. Final screening: C - Official abstract/page confirms SNN/spiking neural computation; no clear event-camera/DVS evidence found.
