id,title,authors,conference,year,official_page,pdf_link,matched_keywords,matched_axis,classification_reason
CVPR2026-0479,Towards Persistence: Learning Topological Constraints for Event-based Small Object Detection,Shiman He; Nuo Chen; Xinyi Ying; Yihang Luo; Yangsi Shi; Zaiping Lin; Miao Li,CVPR,2026,https://openaccess.thecvf.com/content/CVPR2026/html/He_Towards_Persistence_Learning_Topological_Constraints_for_Event-based_Small_Object_Detection_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/He_Towards_Persistence_Learning_Topological_Constraints_for_Event-based_Small_Object_Detection_CVPR_2026_paper.pdf,event cameras; event camera visual-event context; event cameras visual-event context; event stream with event-camera context; event-based with event-camera context,Event Camera axis,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: B - Official abstract/page strictly confirms event-camera/DVS/visual-event-sensor evidence; no clear SNN evidence found.
CVPR2026-0516,AE2VID: Event-based Video Reconstruction via Aperture Modulation,Chenxu Bai; Boyu Li; Peiqi Duan; Xinyu Zhou; Hanyue Lou; Boxin Shi,CVPR,2026,https://openaccess.thecvf.com/content/CVPR2026/html/Bai_AE2VID_Event-based_Video_Reconstruction_via_Aperture_Modulation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Bai_AE2VID_Event-based_Video_Reconstruction_via_Aperture_Modulation_CVPR_2026_paper.pdf,event-based video visual-event context; event stream with event-camera context; event-based with event-camera context,Event Camera axis,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: B - Official abstract/page strictly confirms event-camera/DVS/visual-event-sensor evidence; no clear SNN evidence found.
CVPR2026-0522,Event-Illumination Collaborative Low-light Image Enhancement with a High-resolution Real-world Dataset,Senyan Xu; Zhijing Sun; Kean Liu; Xin Lu; Ruixuan Jiang; Xueyang Fu; Zheng-Jun Zha,CVPR,2026,https://openaccess.thecvf.com/content/CVPR2026/html/Xu_Event-Illumination_Collaborative_Low-light_Image_Enhancement_with_a_High-resolution_Real-world_Dataset_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_Event-Illumination_Collaborative_Low-light_Image_Enhancement_with_a_High-resolution_Real-world_Dataset_CVPR_2026_paper.pdf,event-image visual-event context; event-based with event-camera context,Event Camera axis,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: B - Official abstract/page strictly confirms event-camera/DVS/visual-event-sensor evidence; no clear SNN evidence found.
CVPR2026-0586,Semantics Lead the Way: Harmonizing Semantic and Texture Modeling with Asynchronous Latent Diffusion,Yueming Pan; Ruoyu Feng; Qi Dai; Yuqi Wang; Wenfeng Lin; Mingyu Guo; Chong Luo; Nanning Zheng,CVPR,2026,https://openaccess.thecvf.com/content/CVPR2026/html/Pan_Semantics_Lead_the_Way_Harmonizing_Semantic_and_Texture_Modeling_with_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Pan_Semantics_Lead_the_Way_Harmonizing_Semantic_and_Texture_Modeling_with_CVPR_2026_paper.pdf,asynchronous,Ambiguous,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: E - Official abstract/page inspection did not strictly confirm event-camera/DVS or SNN relevance.
CVPR2026-0639,APEX: A Decoupled Memory-based Explorer for Asynchronous Aerial Object Goal Navigation,Daoxuan Zhang; Ping Chen; Xiaobo Xia; Xiu Su; Ruichen Zhen; Jianqiang Xiao; Shuo Yang,CVPR,2026,https://openaccess.thecvf.com/content/CVPR2026/html/Zhang_APEX_A_Decoupled_Memory-based_Explorer_for_Asynchronous_Aerial_Object_Goal_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_APEX_A_Decoupled_Memory-based_Explorer_for_Asynchronous_Aerial_Object_Goal_CVPR_2026_paper.pdf,asynchronous,Ambiguous,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: E - Official abstract/page inspection did not strictly confirm event-camera/DVS or SNN relevance.
CVPR2026-0662,Tracking through Severe Occlusion via Event-Derived Transient Cues,Hao Dong; Yujin Liu; Haoyue Liu; Zhenyu Wang; Shihan Peng; Zhiwei Shi; Yi Chang; Luxin Yan,CVPR,2026,https://openaccess.thecvf.com/content/CVPR2026/html/Dong_Tracking_through_Severe_Occlusion_via_Event-Derived_Transient_Cues_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Dong_Tracking_through_Severe_Occlusion_via_Event-Derived_Transient_Cues_CVPR_2026_paper.pdf,event cameras; event camera visual-event context; event cameras visual-event context; frame-event visual-event context; event-based motion visual-event context; event-based with event-camera context,Event Camera axis,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: B - Official abstract/page strictly confirms event-camera/DVS/visual-event-sensor evidence; no clear SNN evidence found.
CVPR2026-0789,RGB-Event based Pedestrian Attribute Recognition: A Benchmark Dataset and An Asymmetric RWKV Fusion Framework,Xiao Wang; Haiyang Wang; Shiao Wang; Qiang Chen; Jiandong Jin; Haoyu Song; Bo Jiang; Chenglong Li,CVPR,2026,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_RGB-Event_based_Pedestrian_Attribute_Recognition_A_Benchmark_Dataset_and_An_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_RGB-Event_based_Pedestrian_Attribute_Recognition_A_Benchmark_Dataset_and_An_CVPR_2026_paper.pdf,event cameras; event camera visual-event context; event cameras visual-event context; rgb-event visual-event context; event-based with event-camera context,Event Camera axis,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: B - Official abstract/page strictly confirms event-camera/DVS/visual-event-sensor evidence; no clear SNN evidence found.
CVPR2026-0806,"LiREC-Net: A Target-Free and Learning-Based Network for LiDAR, RGB, and Event Calibration",Aditya Ranjan Dash; Ramy Battrawy; René Schuster; Didier Stricker,CVPR,2026,https://openaccess.thecvf.com/content/CVPR2026/html/Dash_LiREC-Net_A_Target-Free_and_Learning-Based_Network_for_LiDAR_RGB_and_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Dash_LiREC-Net_A_Target-Free_and_Learning-Based_Network_for_LiDAR_RGB_and_CVPR_2026_paper.pdf,event,Ambiguous,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: E - Official abstract/page inspection did not strictly confirm event-camera/DVS or SNN relevance.
CVPR2026-0881,Event Stream Filtering via Probability Flux Estimation,Jinze Chen; Wei Zhai; Yang Cao; Bin Li; Zheng-Jun Zha,CVPR,2026,https://openaccess.thecvf.com/content/CVPR2026/html/Chen_Event_Stream_Filtering_via_Probability_Flux_Estimation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_Event_Stream_Filtering_via_Probability_Flux_Estimation_CVPR_2026_paper.pdf,event cameras; event camera visual-event context; event cameras visual-event context; brightness change visual-event context; event dataset visual-event context; event stream with event-camera context,Event Camera axis,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: B - Official abstract/page strictly confirms event-camera/DVS/visual-event-sensor evidence; no clear SNN evidence found.
CVPR2026-0891,Mesh-Pro: Asynchronous Advantage-guided Ranking Preference Optimization for Artist-style Quadrilateral Mesh Generation,Zhen Zhou; Jian Liu; Biwen Lei; Jing Xu; Haohan Weng; Yiling Zhu; Zhuo Chen; Junfeng Fan; Yunkai Ma; Dazhao Du; Song Guo; Fengshui Jing; Chunchao Guo,CVPR,2026,https://openaccess.thecvf.com/content/CVPR2026/html/Zhou_Mesh-Pro_Asynchronous_Advantage-guided_Ranking_Preference_Optimization_for_Artist-style_Quadrilateral_Mesh_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhou_Mesh-Pro_Asynchronous_Advantage-guided_Ranking_Preference_Optimization_for_Artist-style_Quadrilateral_Mesh_CVPR_2026_paper.pdf,asynchronous,Ambiguous,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: E - Official abstract/page inspection did not strictly confirm event-camera/DVS or SNN relevance.
CVPR2026-0897,Robust Spiking Neural Networks by Temporal Mutual Information,Mengting Xu; Shi Gu; Peng Lin; De Ma; Huajin Tang; Qian Zheng; Gang Pan,CVPR,2026,https://openaccess.thecvf.com/content/CVPR2026/html/Xu_Robust_Spiking_Neural_Networks_by_Temporal_Mutual_Information_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_Robust_Spiking_Neural_Networks_by_Temporal_Mutual_Information_CVPR_2026_paper.pdf,dvs; dvs visual-event context; spiking neural networks; snns,Both axes,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: A - Official abstract/page strictly confirms both event-camera/DVS/visual-event-sensor evidence and SNN/spiking neural computation.
CVPR2026-0912,Event-based Visual Deformation Measurement,Yuliang Wu; Wei Zhai; Yuxin Cui; Tiesong Zhao; Yang Cao; Zheng-Jun Zha,CVPR,2026,https://openaccess.thecvf.com/content/CVPR2026/html/Wu_Event-based_Visual_Deformation_Measurement_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_Event-based_Visual_Deformation_Measurement_CVPR_2026_paper.pdf,event-frame visual-event context; event stream with event-camera context; event-based with event-camera context,Event Camera axis,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: B - Official abstract/page strictly confirms event-camera/DVS/visual-event-sensor evidence; no clear SNN evidence found.
CVPR2026-0961,SwitchCraft: Training-Free Multi-Event Video Generation with Attention Controls,Qianxun Xu; Chenxi Song; Yujun Cai; Chi Zhang,CVPR,2026,https://openaccess.thecvf.com/content/CVPR2026/html/Xu_SwitchCraft_Training-Free_Multi-Event_Video_Generation_with_Attention_Controls_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_SwitchCraft_Training-Free_Multi-Event_Video_Generation_with_Attention_Controls_CVPR_2026_paper.pdf,event,Ambiguous,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: E - Official abstract/page inspection did not strictly confirm event-camera/DVS or SNN relevance.
CVPR2026-1021,3D Gaussian Splatting from Unposed Spike Stream,Yijia Guo; Tong Hu; Liwen Hu; Lei Ma; Tiejun Huang,CVPR,2026,https://openaccess.thecvf.com/content/CVPR2026/html/Guo_3D_Gaussian_Splatting_from_Unposed_Spike_Stream_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Guo_3D_Gaussian_Splatting_from_Unposed_Spike_Stream_CVPR_2026_paper.pdf,spike camera,Ambiguous,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: D - Official abstract/page mentions spike camera but not event camera/DVS or SNN.
CVPR2026-1033,Kaleidoscopic Scintillation Event Imaging,Alex Bocchieri; John Mamish; David Appleyard; Andreas Velten,CVPR,2026,https://openaccess.thecvf.com/content/CVPR2026/html/Bocchieri_Kaleidoscopic_Scintillation_Event_Imaging_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Bocchieri_Kaleidoscopic_Scintillation_Event_Imaging_CVPR_2026_paper.pdf,event,Ambiguous,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: E - Official abstract/page inspection did not strictly confirm event-camera/DVS or SNN relevance.
CVPR2026-1160,Towards Reliable Evaluation of Adversarial Robustness for Spiking Neural Networks,Jihang Wang; Dongcheng Zhao; Ruolin Chen; Qian Zhang; Yi Zeng,CVPR,2026,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_Towards_Reliable_Evaluation_of_Adversarial_Robustness_for_Spiking_Neural_Networks_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Towards_Reliable_Evaluation_of_Adversarial_Robustness_for_Spiking_Neural_Networks_CVPR_2026_paper.pdf,spiking neural networks; snns; surrogate gradients,SNN axis,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: C - Official abstract/page strictly confirms SNN/spiking neural computation; no clear event-camera/DVS evidence found.
CVPR2026-1217,Bidirectional Cross-Modal Prompting for Event-Frame Asymmetric Stereo,Ninghui Xu; Fabio Tosi; Lihui Wang; Jiawei Han; Luca Bartolomei; Zhiting Yao; Matteo Poggi; Stefano Mattoccia,CVPR,2026,https://openaccess.thecvf.com/content/CVPR2026/html/Xu_Bidirectional_Cross-Modal_Prompting_for_Event-Frame_Asymmetric_Stereo_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_Bidirectional_Cross-Modal_Prompting_for_Event-Frame_Asymmetric_Stereo_CVPR_2026_paper.pdf,event cameras; event camera visual-event context; event cameras visual-event context; event-frame visual-event context,Event Camera axis,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: B - Official abstract/page strictly confirms event-camera/DVS/visual-event-sensor evidence; no clear SNN evidence found.
CVPR2026-1228,Scaling Dense Event-Stream Pretraining from Visual Foundation Models,Zhiwen Chen; Junhui Hou; Zhiyu Zhu; Jinjian Wu; Guangming Shi,CVPR,2026,https://openaccess.thecvf.com/content/CVPR2026/html/Chen_Scaling_Dense_Event-Stream_Pretraining_from_Visual_Foundation_Models_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_Scaling_Dense_Event-Stream_Pretraining_from_Visual_Foundation_Models_CVPR_2026_paper.pdf,image-event visual-event context; event stream with event-camera context,Event Camera axis,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: B - Official abstract/page strictly confirms event-camera/DVS/visual-event-sensor evidence; no clear SNN evidence found.
CVPR2026-1239,Depth Hypothesis Guided Iterative Refinement for Event-Image Monocular Depth Estimation,Daikun Liu; Teng Wang; Changyin Sun,CVPR,2026,https://openaccess.thecvf.com/content/CVPR2026/html/Liu_Depth_Hypothesis_Guided_Iterative_Refinement_for_Event-Image_Monocular_Depth_Estimation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_Depth_Hypothesis_Guided_Iterative_Refinement_for_Event-Image_Monocular_Depth_Estimation_CVPR_2026_paper.pdf,event cameras; event camera visual-event context; event cameras visual-event context; event-image visual-event context,Event Camera axis,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: B - Official abstract/page strictly confirms event-camera/DVS/visual-event-sensor evidence; no clear SNN evidence found.
CVPR2026-1312,SMV-EAR: Bring Spatiotemporal Multi-View Representation Learning into Efficient Event-Based Action Recognition,Rui Fan; Weidong Hao; Juntao Guan; Lai Rui; Tong Wu; Fanhong Zeng; Lin Gu,CVPR,2026,https://openaccess.thecvf.com/content/CVPR2026/html/Fan_SMV-EAR_Bring_Spatiotemporal_Multi-View_Representation_Learning_into_Efficient_Event-Based_Action_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Fan_SMV-EAR_Bring_Spatiotemporal_Multi-View_Representation_Learning_into_Efficient_Event-Based_Action_CVPR_2026_paper.pdf,event cameras; event camera visual-event context; event cameras visual-event context; dvs visual-event context; event-based object visual-event context; event-based action visual-event context; event-based with event-camera context,Event Camera axis,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: B - Official abstract/page strictly confirms event-camera/DVS/visual-event-sensor evidence; no clear SNN evidence found.
CVPR2026-1573,Adaptive Spatial-Temporal Window: Unlocking the Potential of Event Cameras in Heterogeneous Velocity Scenarios,Zhipeng Sui; Haiqing Hao; Weihua He; Seng-Hong Lee; Wenhui Wang,CVPR,2026,https://openaccess.thecvf.com/content/CVPR2026/html/Sui_Adaptive_Spatial-Temporal_Window_Unlocking_the_Potential_of_Event_Cameras_in_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Sui_Adaptive_Spatial-Temporal_Window_Unlocking_the_Potential_of_Event_Cameras_in_CVPR_2026_paper.pdf,event cameras; event camera visual-event context; event cameras visual-event context; rgb-event visual-event context; event-based object visual-event context; event stream with event-camera context; event-based with event-camera context,Event Camera axis,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: B - Official abstract/page strictly confirms event-camera/DVS/visual-event-sensor evidence; no clear SNN evidence found.
CVPR2026-1755,E2EGS: Event-to-Edge Gaussian Splatting for Pose-Free 3D Reconstruction,Yunsoo Kim; Changki Sung; Dasol Hong; Hyun Myung,CVPR,2026,https://openaccess.thecvf.com/content/CVPR2026/html/Kim_E2EGS_Event-to-Edge_Gaussian_Splatting_for_Pose-Free_3D_Reconstruction_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Kim_E2EGS_Event-to-Edge_Gaussian_Splatting_for_Pose-Free_3D_Reconstruction_CVPR_2026_paper.pdf,event cameras; event camera visual-event context; event cameras visual-event context; brightness change visual-event context; event stream with event-camera context; event-based with event-camera context,Event Camera axis,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: B - Official abstract/page strictly confirms event-camera/DVS/visual-event-sensor evidence; no clear SNN evidence found.
CVPR2026-1798,SpikeTrack: High-performance and Energy-efficient Event-Based Object Tracking with Spiking Neural Network,Yang Wang; Jiqing Zhang; Chuanyu Sun; Qianhui Liu; Huilin Ge; Ziqi Wei; Xin Yang,CVPR,2026,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_SpikeTrack_High-performance_and_Energy-efficient_Event-Based_Object_Tracking_with_Spiking_Neural_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_SpikeTrack_High-performance_and_Energy-efficient_Event-Based_Object_Tracking_with_Spiking_Neural_CVPR_2026_paper.pdf,event cameras; event camera visual-event context; event cameras visual-event context; event-based object visual-event context; event-based with event-camera context; spiking neural networks; snns; leaky integrate-and-fire; integrate-and-fire; lif; spike-driven,Both axes,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: A - Official abstract/page strictly confirms both event-camera/DVS/visual-event-sensor evidence and SNN/spiking neural computation.
CVPR2026-1824,EventHub: Data Factory for Generalizable Event-Based Stereo Networks without Active Sensors,Luca Bartolomei; Fabio Tosi; Matteo Poggi; Stefano Mattoccia; Guillermo Gallego,CVPR,2026,https://openaccess.thecvf.com/content/CVPR2026/html/Bartolomei_EventHub_Data_Factory_for_Generalizable_Event-Based_Stereo_Networks_without_Active_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Bartolomei_EventHub_Data_Factory_for_Generalizable_Event-Based_Stereo_Networks_without_Active_CVPR_2026_paper.pdf,event-based stereo visual-event context; event-based with event-camera context,Event Camera axis,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: B - Official abstract/page strictly confirms event-camera/DVS/visual-event-sensor evidence; no clear SNN evidence found.
CVPR2026-1873,Spike-driven Discrete Aggregation for Event-based Object Detection,Huaning Li; Ziming Wang; Runhao Jiang; Yan Rui; Huajin Tang,CVPR,2026,https://openaccess.thecvf.com/content/CVPR2026/html/Li_Spike-driven_Discrete_Aggregation_for_Event-based_Object_Detection_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Spike-driven_Discrete_Aggregation_for_Event-based_Object_Detection_CVPR_2026_paper.pdf,event cameras; event camera visual-event context; event cameras visual-event context; event-based object visual-event context; event stream with event-camera context; event-based with event-camera context; spiking neural networks; snns; spiking neurons; spike-driven,Both axes,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: A - Official abstract/page strictly confirms both event-camera/DVS/visual-event-sensor evidence and SNN/spiking neural computation.
