paper_id,title,year,venue,official_track,in_active_corpus,abstract_reviewed,abstract_sha256,abstract,official_page,survey_role,survey_topics,survey_core_decision,survey_reason,advisor_role,advisor_topics,advisor_core_decision,advisor_reason,reading_status,needs_pdf_check,evidence_basis,pdf_boundary_check,pdf_boundary_finding
ICLR2026-3991,Unbiased Gradient Estimation for Event Binning via Functional Backpropagation,2026,ICLR,,yes,yes,14da6b0825b281014a23fa8fde69d93a62c5e313b70207cf468718a0f2e1f30a,"Event-based vision encodes dynamic scenes as asynchronous spatio-temporal spikes called events. To leverage conventional image processing pipelines, events are typically binned into frames. However, binning functions are discontinuous, which truncates gradients at the frame level and forces most event-based algorithms to rely solely on frame-based features. Attempts to directly learn from raw events avoid this restriction but instead suffer from biased gradient estimation due to the discontinuities of the binning operation, ultimately limiting their learning efficiency. To address this challenge, we propose a novel framework for unbiased gradient estimation of arbitrary binning functions by synthesizing weak derivatives during backpropagation while keeping the forward output unchanged. The key idea is to exploit integration by parts: lifting the target functions to functionals yields an integral form of the derivative of the binning function during backpropagation, where the cotangent function naturally arises. By reconstructing this cotangent function from the sampled cotangent vector, we compute weak derivatives that provably match long-range finite differences of both smooth and non-smooth targets. Experimentally, our method improves simple optimization-based egomotion estimation with 3.2\% lower RMS error and 1.57$\times$ faster convergence. On complex downstream tasks, we achieve 9.4\% lower EPE in self-supervised optical flow, and 5.1\% lower RMS error in SLAM, demonstrating broad benefits for event-based visual perception.",https://proceedings.iclr.cc/paper_files/paper/2026/hash/bec8b667016a73bb195b611aa1f41026-Abstract-Conference.html,background,representation_slicing;learning,reference,Functional backpropagation through event binning is an event-side representation and learning foundation without an SNN.,discussion,grouping_sampling,reference,Differentiable event binning is a concrete input-interface mechanism for future Event Cloud studies.,retained_reference,no,Codex semantic review of complete official title + complete official abstract,not_needed,
ICLR2026-1070,Unlocking the Value of Text: Event-Driven Reasoning and Multi-Level Alignment for Time Series Forecasting,2026,ICLR,,no,yes,a14ea80b038915b262fe8b452e7ff0344b7a4843ac248e0b3c71351a77951146,"Existing time series forecasting methods primarily rely on the numerical data itself. However, real-world time series exhibit complex patterns associated with multimodal information, making them difficult to predict with numerical data alone. While several multimodal time series forecasting methods have emerged, they either utilize text with limited supplementary information or focus merely on representation extraction, extracting minimal textual information for forecasting. To unlock the Value of Text, we propose VoT, a method with Event-driven Reasoning and Multi-level Alignment. Event-driven Reasoning combines the rich information in exogenous text with the powerful reasoning capabilities of LLMs for time series forecasting. To guide the LLMs in effective reasoning, we propose the Historical In-context Learning that retrieves and applies historical examples as in-context guidance. To maximize the utilization of text, we propose Multi-level Alignment. At the representation level, we utilize the Endogenous Text Alignment to integrate the endogenous text information with the time series. At the prediction level, we design the Adaptive Frequency Fusion to fuse the frequency components of event-driven prediction and numerical prediction to achieve complementary advantages. Experiments on real-world datasets across 10 domains demonstrate significant improvements over existing methods, validating the effectiveness of our approach in the utilization of text. The code is made available at https://github.com/decisionintelligence/VoT.",https://proceedings.iclr.cc/paper_files/paper/2026/hash/34a1fc7890141f1ada3d8bc6199cce07-Abstract-Conference.html,exclude,,exclude,"The complete abstract concerns a non-visual use of event, spike, or asynchrony and has no role in the strict SNN-for-event-cameras survey.",exclude,,exclude,"The complete abstract has no material SECNet Event Cloud, event-camera Fourier/FFT, or SNN extension relevance.",excluded_from_active_corpus,no,Codex semantic review of complete official title + complete official abstract,not_needed,
CVPR2025-1060,Active Event-based Stereo Vision,2025,CVPR,,yes,yes,2196a6460673817adf5e7332518a699d2ea9baf0a1c9246fb249f1a03ca202ce,"Conventional frame-based imaging for active stereo systems has encountered major challenges in fast-motion scenarios. However, how to design a novel paradigm for high-speed depth sensing still remains an open issue. In this paper, we propose a novel problem setting, namely active event-based stereo vision, which provides the first insight of integrating binocular event cameras and an infrared projector for high-speed depth sensing. Technically, we first build a stereo camera prototype system and present a real-world dataset with over 21.5k spatiotemporal synchronized labels at 15 Hz, while also creating a realistic synthetic dataset with stereo event streams and 23.8k synchronized labels at 20 Hz. Then, we propose ActiveEventNet, a lightweight yet effective active event-based stereo matching neural network that learns to generate high-quality dense disparity maps from stereo event streams with low latency. Experiments demonstrate that our ActiveEventNet outperforms state-of-the-art methods meanwhile significantly reducing computational complexity. Our solution offers superior depth sensing compared to conventional stereo cameras in high-speed scenes, while also achieving the inference speed of up to 150 FPS with our prototype. We believe that this novel paradigm will provide new insights into future depth sensing systems. Our project can be available at https://github.com/jianing-li/active_event_based_stereo.",https://openaccess.thecvf.com/content/CVPR2025/html/Li_Active_Event-based_Stereo_Vision_CVPR_2025_paper.html,background,pose_depth_segmentation;datasets_benchmarks;efficiency_hardware,reference,"Active event stereo provides a new sensor/task setting, datasets, and latency evidence but no SNN.",watch,datasets;task_generalization;scalability_efficiency,reference,"High-speed stereo offers an evaluation direction, though it requires specialized sensing hardware.",retained_reference,no,Codex semantic review of complete title + complete official abstract,not_needed,
CVPR2025-2785,Active Hyperspectral Imaging Using an Event Camera,2025,CVPR,,no,yes,70814d01d24b7dfd0ec0eaf06894d6a460ea25a42e213958decd183dae825179,"Hyperspectral imaging plays a critical role in numerous scientific and industrial fields. Conventional hyperspectral imaging systems often struggle with the trade-off between capture speed, spectral resolution, and bandwidth, particularly in dynamic environments. In this work, we present a novel event-based active hyperspectral imaging system designed for real-time capture with low bandwidth in dynamic scenes. By combining an event camera with a dynamic illumination strategy, our system achieves unprecedented temporal resolution while maintaining high spectral fidelity, all at a fraction of the bandwidth requirements of traditional systems. Unlike basis-based methods that sacrifice spectral resolution for efficiency, our approach enables continuous spectral sampling through an innovative ""sweeping rainbow"" illumination pattern synchronized with a rotating mirror array. The key insight is leveraging the sparse, asynchronous nature of event cameras to encode spectral variations as temporal contrasts, effectively transforming the spectral reconstruction problem into a series of geometric constraints. Extensive evaluations of both synthetic and real data demonstrate that our system outperforms state-of-the-art methods in temporal resolution while maintaining competitive spectral reconstruction quality.",https://openaccess.thecvf.com/content/CVPR2025/html/Yu_Active_Hyperspectral_Imaging_Using_an_Event_Camera_CVPR_2025_paper.html,exclude,,exclude,Event-camera hyperspectral instrumentation is too specialized and does not support SNN-event integration.,exclude,,exclude,The optical system is unrelated to SECNet's method direction.,excluded_from_active_corpus,no,Codex semantic review of complete title + complete official abstract,not_needed,
CVPR2025-1733,Adapting to the Unknown: Training-Free Audio-Visual Event Perception with Dynamic Thresholds,2025,CVPR,,no,yes,a0a02c75b42a08adc81e20d8656e587dc515d4b78042585f0f3e030ab0994978,"In the domain of audio-visual event perception, which focuses on the temporal localization and classification of events across distinct modalities (audio and visual), existing approaches are constrained by the vocabulary available in their training data. This limitation significantly impedes their capacity to generalize to novel, unseen event categories. Furthermore, the annotation process for this task is labor-intensive, requiring extensive manual labeling across modalities and temporal segments, limiting the scalability of current methods. Current state-of-the-art models ignore the shifts in event distributions over time, reducing their ability to adjust to changing video dynamics. Additionally, previous methods rely on late fusion to combine audio and visual information. While straightforward, this approach results in a significant loss of multimodal interactions. To address these challenges, we propose Audio-Visual Adaptive Video Analysis (AV2A), a model-agnostic approach that requires no further training and integrates a score-level fusion technique to retain richer multimodal interactions. AV2A also includes a within-video label shift algorithm, leveraging input video data and predictions from prior frames to dynamically adjust event distributions for subsequent frames. Moreover, we present the first training-free, open-vocabulary baseline for audio-visual event perception, demonstrating that AV2A achieves substantial improvements over naive training-free baselines. We demonstrate the effectiveness of AV2A on both zero-shot and weakly-supervised state-of-the-art methods, achieving notable improvements in performance metrics over existing approaches.",https://openaccess.thecvf.com/content/CVPR2025/html/Shaar_Adapting_to_the_Unknown_Training-Free_Audio-Visual_Event_Perception_with_Dynamic_CVPR_2025_paper.html,exclude,,exclude,The complete official abstract uses event or spike terminology outside event-camera/DVS processing and does not establish an in-scope SNN contribution.,exclude,,exclude,"The paper has no material connection to SECNet's Event Cloud, Fourier/FFT, or SNN extension.",excluded_from_active_corpus,no,Codex semantic review of complete official title + complete official abstract,not_needed,
CVPR2025-1043,AR-Diffusion: Asynchronous Video Generation with Auto-Regressive Diffusion,2025,CVPR,,no,yes,17c4624e7de2abe2b090a1295ad20e43a65eab41d746cb5eddd33f0951124677,"The task of video generation requires synthesizing visually realistic and temporally coherent video frames. Existing methods primarily use asynchronous auto-regressive models or synchronous diffusion models to address this challenge. However, asynchronous auto-regressive models often suffer from inconsistencies between training and inference, leading to issues such as error accumulation, while synchronous diffusion models are limited by their reliance on rigid sequence length. To address these issues, we introduce Auto-Regressive Diffusion (AR-Diffusion), a novel model that combines the strengths of auto-regressive and diffusion models for flexible, asynchronous video generation. Specifically, our approach leverages diffusion to gradually corrupt video frames in both training and inference, reducing the discrepancy between these phases. Inspired by auto-regressive generation, we incorporate a non-decreasing constraint on the corruption timesteps of individual frames, ensuring that earlier frames remain clearer than subsequent ones. This setup, together with temporal causal attention, enables flexible generation of videos with varying lengths while preserving temporal coherence. In addition, we design two specialized timestep schedulers: the FoPP scheduler for balanced timestep sampling during training, and the AD scheduler for flexible timestep differences during inference, supporting both synchronous and asynchronous generation. Extensive experiments demonstrate the superiority of our proposed method, by achieving competitive and state-of-the-art results across four challenging benchmarks.",https://openaccess.thecvf.com/content/CVPR2025/html/Sun_AR-Diffusion_Asynchronous_Video_Generation_with_Auto-Regressive_Diffusion_CVPR_2025_paper.html,exclude,,exclude,"The complete official abstract uses asynchronous/event/spike terminology in a non-event-camera, non-SNN systems or optimization setting.",exclude,,exclude,"The paper has no material connection to SECNet's Event Cloud, frequency modeling, or SNN extension.",excluded_from_active_corpus,no,Codex semantic review of complete official title + complete official abstract,not_needed,
CVPR2025-2322,Asynchronous Collaborative Graph Representation for Frames and Events,2025,CVPR,,yes,yes,bf24cd22fa164ea62942dc51028cdc1e94838b6251a1db42dc0c2372ba5af1a3,"Integrating frames and events has become a widely accepted solution for various tasks in challenging scenarios. However, most multimodal methods directly convert events into image-like formats synchronized with frames and process each stream through separate two-branch backbones, making it difficult to fully exploit the spatiotemporal events while limiting inference frequency to the frame rate. To address these problems, we propose a novel asynchronous collaborative graph representation, namely ACGR, which is the first trial to explore a unified graph framework for asynchronously processing frames and events with high performance and low latency. Technically, we first construct unimodal graphs for frames and events to preserve their spatiotemporal properties and sparsity. Then, an asynchronous collaborative alignment module is designed to align and fuse frames and events into a unified graph and the ACGR is generated through graph convolutional networks. Finally, we innovatively introduce domain adaptation to enable cross-modal interactions between frames and events by aligning their feature spaces. Experimental results show that our approach outperforms state-of-the-art methods in both object detection and depth estimation tasks, while significantly reducing computational latency and achieving real-time inference up to 200 Hz. Our code can be available at https://github.com/dianzl/ACGR.",https://openaccess.thecvf.com/content/CVPR2025/html/Li_Asynchronous_Collaborative_Graph_Representation_for_Frames_and_Events_CVPR_2025_paper.html,background,representation_slicing;detection;pose_depth_segmentation;efficiency_hardware,reference,ACGR is strong non-spiking background on asynchronous graph representations and frame-event fusion for detection/depth.,discussion,event_cloud_point;scalability_efficiency;task_generalization,reference,Unified asynchronous graphs directly compare with Event Cloud representation and scaling choices.,retained_reference,no,Codex semantic review of complete title + complete official abstract,not_needed,
CVPR2025-1780,AToM: Aligning Text-to-Motion Model at Event-Level with GPT-4Vision Reward,2025,CVPR,,no,yes,686822b3189d50f56577b1b5c5fab434daf5e1f9f0a0e2d979ddf9395cb439a6,"Recently, text-to-motion models open new possibilities for creating realistic human motion with greater efficiency and flexibility. However, aligning motion generation with event-level textual descriptions presents unique challenges due to the complex, nuanced relationship between textual prompts and desired motion outcomes. To address this issue, we introduce AToM, a framework that enhances the alignment between generated motion and text prompts by leveraging reward from GPT-4Vision. AToM comprises three main stages: Firstly, we construct a dataset MotionPrefer that pairs three types of event-level textual prompts with generated motions, which cover the integrity, temporal relationship and the frequency of motion. Secondly, we design a paradigm that utilizes GPT-4Vision for detailed motion annotation, including visual data formatting, task-specific instructions and scoring rules for each sub-task. Finally, we fine-tune an existing text-to-motion model using reinforcement learning guided by this paradigm. Experimental results demonstrate that AToM significantly improves the event-level alignment quality of text-to-motion generation.",https://openaccess.thecvf.com/content/CVPR2025/html/Han_AToM_Aligning_Text-to-Motion_Model_at_Event-Level_with_GPT-4Vision_Reward_CVPR_2025_paper.html,exclude,,exclude,"The complete official abstract uses asynchronous/event/spike terminology in a non-event-camera, non-SNN systems or optimization setting.",exclude,,exclude,"The paper has no material connection to SECNet's Event Cloud, frequency modeling, or SNN extension.",excluded_from_active_corpus,no,Codex semantic review of complete official title + complete official abstract,not_needed,
CVPR2025-2274,Audio-Visual Semantic Graph Network for Audio-Visual Event Localization,2025,CVPR,,no,yes,c84f494cabb748cc40bdcff4f22deb3fdc2afe770064b1b4e197bf0e7f21d86e,"Audio-visual event localization (AVEL) aims to identify both the category and temporal boundaries of events that are both audible and visible in unconstrained videos. However, the inherent semantic gap between heterogeneous modalities often leads to semantic inconsistency. In this paper, we propose a novel Audio-Visual Semantic Graph Network (AVSGN) to facilitate cross-modal alignment and cross-temporal interaction. Unlike previous approaches (e.g., audio-guided, visual-guided, or both), we introduce shared semantic textual labels to bridge the semantic gap between audio and visual modalities. Specifically, we present a cross-modal semantic alignment (CMSA) module to explore the complementary relationships across heterogeneous modalities (i.e., visual, audio, and text), promoting the convergence of multimodal distributions into a unified semantic space. Additionally, in order to capture cross-temporal dependencies sufficiently, we devise a cross-modal graph interaction (CMGI) module which disentangles complicated interactions across modalities into three complementary subgraphs. Extensive experiments on the AVE dataset comprehensively demonstrate the superiority and effectiveness of the proposed model in both fully- and weakly-supervised AVE settings.",https://openaccess.thecvf.com/content/CVPR2025/html/Liu_Audio-Visual_Semantic_Graph_Network_for_Audio-Visual_Event_Localization_CVPR_2025_paper.html,exclude,,exclude,The complete official abstract uses event or spike terminology outside event-camera/DVS processing and does not establish an in-scope SNN contribution.,exclude,,exclude,"The paper has no material connection to SECNet's Event Cloud, Fourier/FFT, or SNN extension.",excluded_from_active_corpus,no,Codex semantic review of complete official title + complete official abstract,not_needed,
CVPR2025-0065,Brain-Inspired Spiking Neural Networks for Energy-Efficient Object Detection,2025,CVPR,,yes,yes,869d19e4cb440be2974aa054a75924fd74d0a3de3eaadfb57b8e8cb74331d7a6,"Brain-inspired spiking neural networks (SNNs) have the capability of energy-efficient processing of temporal information. However, leveraging the rich dynamic characteristics of SNNs and prior works in artificial neural networks (ANNs) to construct an effective object detection model for visual tasks remains an open question for further exploration. To develop a directly-trained , low energy consumption and high-performance multi-scale SNN model, we propose a novel interpretable object detection framework Multi-scale Spiking Detector (MSD). Initially, we propose a spiking convolutional neuron as a core component of the Optic Nerve Nucleus Block (ONNB), designed to significantly enhance the deep feature extraction capabilities of SNNs. ONNB enables direct training with improved energy efficiency, demonstrating superior performance compared to state-of-the-art ANN-to-SNN conversion and SNN techniques. In addition, we propose a Multi-scale Spiking Detection Framework to emulate the biological response and comprehension of stimuli from different objects. Wherein, spiking multi-scale fusion and the spiking detector are employed to integrate features across different depths and to detect response outcomes, respectively. Our method outperforms state-of-the-art ANN detectors, with only 7.8 M parameters and 6.43 mJ energy consumption. MSD obtains the mean average precision (mAP) of 62.0% and 66.3% on COCO and Gen1 datasets, respectively.",https://openaccess.thecvf.com/content/CVPR2025/html/Li_Brain-Inspired_Spiking_Neural_Networks_for_Energy-Efficient_Object_Detection_CVPR_2025_paper.html,background,architecture;detection;efficiency_hardware,reference,MSD is a generic directly trained SNN detector evaluated on both COCO and Gen1; the abstract does not make event-camera representation or processing part of the method.,watch,snn_hybrid;hardware,reference,"Its detector and estimated-energy evidence are at most a generic SNN comparator, not part of the SECNet/Fourier extension chain.",retained_reference,no,Codex semantic review of complete title + complete official abstract,not_needed,
CVPR2025-1513,Bridge Frame and Event: Common Spatiotemporal Fusion for High-Dynamic Scene Optical Flow,2025,CVPR,,yes,yes,eccc22dda64b6a39f32ad948937092600d8b097d1de122fbd28188be4b7a7d2e,"High-dynamic scene optical flow is a challenging task, which suffers spatial blur and temporal discontinuous motion due to large displacement in frame imaging, thus deteriorating the spatiotemporal feature of optical flow. Typically, existing methods mainly introduce event camera to directly fuse the spatiotemporal features between the two modalities. However, this direct fusion is ineffective, since there exists a large gap due to the heterogeneous data representation between frame and event modalities. To address this issue, we explore a common-latent space as an intermediate bridge to mitigate the modality gap. In this work, we propose a novel common spatiotemporal fusion between frame and event modalities for high-dynamic scene optical flow, including visual boundary localization and motion correlation fusion. Specifically, in visual boundary localization, we figure out that frame and event share the similar spatiotemporal gradients, whose similarity distribution is consistent with the extracted boundary distribution. This motivates us to design the common spatiotemporal gradient to constrain the reference boundary localization. In motion correlation fusion, we discover that the frame-based motion possesses spatially dense but temporally discontinuous correlation, while the event-based motion has spatially sparse but temporally continuous correlation. This inspires us to use the reference boundary to guide the complementary motion knowledge fusion between the two modalities. Moreover, common spatiotemporal fusion can not only relieve the cross-modal feature discrepancy, but also make the fusion process interpretable for dense and continuous optical flow. Extensive experiments have been performed to verify the superiority of the proposed method.",https://openaccess.thecvf.com/content/CVPR2025/html/Zhou_Bridge_Frame_and_Event_Common_Spatiotemporal_Fusion_for_High-Dynamic_Scene_CVPR_2025_paper.html,background,temporal_modeling;representation_slicing,reference,Frame-event optical flow supplies cross-modal temporal representation background but no SNN.,watch,task_generalization,reference,Its modality-gap treatment is adjacent to multimodal extensions only.,retained_reference,no,Codex semantic review of complete title + complete official abstract,not_needed,
CVPR2025-2295,Decision SpikeFormer: Spike-Driven Transformer for Decision Making,2025,CVPR,,no,yes,ddb1b014dd8999b903b7fc67a5f80c8aeb4f197b0069a491ca8256e88e186de2,"Offline reinforcement learning (RL) enables policy training solely on pre-collected data, avoiding direct environment interaction--a crucial benefit for energy-constrained embodied AI applications. Although Artificial Neural Networks (ANN)-based methods perform well in offline RL, their high computational and energy demands motivate exploration of more efficient alternatives. Spiking Neural Networks (SNNs) show promise for such tasks, given their low power consumption. In this work, we introduce DSFormer, the first spike-driven transformer model designed to tackle offline RL via sequence modeling. Unlike existing SNN transformers focused on spatial dimensions for vision tasks, we develop Temporal Spiking Self-Attention (TSSA) and Positional Spiking Self-Attention (PSSA) in DSFormer to capture the temporal and positional dependencies essential for sequence modeling in RL. Additionally, we propose Progressive Threshold-dependent Batch Normalization (PTBN), which combines the benefits of LayerNorm and BatchNorm to preserve temporal dependencies while maintaining the spiking nature of SNNs. Comprehensive results in the D4RL benchmark show DSFormer's superiority over both SNN and ANN counterparts, achieving 78.4% energy savings, highlighting DSFormer's advantages not only in energy efficiency but also in competitive performance. Code and models are public at \href https://wei-nijuan.github.io/DecisionSpikeFormer/ project page .",https://openaccess.thecvf.com/content/CVPR2025/html/Huang_Decision_SpikeFormer_Spike-Driven_Transformer_for_Decision_Making_CVPR_2025_paper.html,exclude,,exclude,Spike-driven offline reinforcement learning is outside event-camera vision and not needed for the focused survey.,exclude,,exclude,Decision sequence modeling does not materially relate to SECNet.,excluded_from_active_corpus,no,Codex semantic review of complete title + complete official abstract,not_needed,
CVPR2025-1481,DiET-GS: Diffusion Prior and Event Stream-Assisted Motion Deblurring 3D Gaussian Splatting,2025,CVPR,,no,yes,59436d653cae1912e902e7b064a112e77948942405b046e1525c38934332f268,"Reconstructing sharp 3D representations from blurry multi-view images are long-standing problem in computer vision. Recent works attempt to enhance high-quality novel view synthesis from the motion blur by leveraging event-based cameras, benefiting from high dynamic range and microsecond temporal resolution. However, they often reach sub-optimal visual quality in either restoring inaccurate color or losing fine-grained details. In this paper, we present DiET-GS, a diffusion prior and event stream-assisted motion deblurring 3DGS. Our framework effectively leverages blur-free event streams and diffusion prior in a two-stage training strategy. Specifically, we introduce the novel framework to constraint 3DGS with event double integral, achieving both accurate color and well-defined details. Additionally, we propose a simple technique to leverage diffusion prior to further enhance the edge details. Qualitative and quantitative results on both synthetic and real-world data demonstrate that our DiET-GS is capable of producing better quality of novel views compared to the existing baselines. The project page link is attached in main paper.",https://openaccess.thecvf.com/content/CVPR2025/html/Lee_DiET-GS_Diffusion_Prior_and_Event_Stream-Assisted_Motion_Deblurring_3D_Gaussian_CVPR_2025_paper.html,exclude,,exclude,Event-assisted 3DGS deblurring is a specialized non-SNN reconstruction application with little value to the strict intersection.,exclude,,exclude,Diffusion-assisted Gaussian splatting is outside SECNet's method path.,excluded_from_active_corpus,no,Codex semantic review of complete title + complete official abstract,not_needed,
CVPR2025-2860,Diffusion-based Event Generation for High-Quality Image Deblurring,2025,CVPR,,no,yes,db0d124337f901965ae11deea2bb2d37bf638b51409cb82c213d95741f7bbbe6,"While event-based deblurring have demonstrated impressive results, they are impractical for consumer photos captured by cell phones and digital cameras that are not equipped with the event sensor. To address this problem, we in this paper propose a novel deblurring framework called Event Generation Deblurring (EGDeblurring), which allows to effectively deblur an image by generating event guidance describing the motion information using a diffusion model. Specifically, we design a motion prior generation diffusion model and a feature extractor to produce prior information beneficial for deblurring, rather than generating the raw event representation. In order to achieve effective fusion of motion prior information with blurry images and produce high-quality results, we develop a regression deblurring network embedded with a dual-attention channel fusion block. Experiments on multiple datasets demonstrate that our method outperforms state-of-the-art image deblurring methods. Our code is available at https://github.com/XinanXie/EGDeblurring https://github.com/XinanXie/EGDeblurring.",https://openaccess.thecvf.com/content/CVPR2025/html/Xie_Diffusion-based_Event_Generation_for_High-Quality_Image_Deblurring_CVPR_2025_paper.html,exclude,,exclude,The method synthesizes event-like motion priors for ordinary image deblurring and does not process physical event-camera data or SNNs.,exclude,,exclude,Synthetic event guidance for consumer photos is unrelated to SECNet.,excluded_from_active_corpus,no,Codex semantic review of complete title + complete official abstract,not_needed,
CVPR2025-1141,EBS-EKF: Accurate and High Frequency Event-based Star Tracking,2025,CVPR,,no,yes,a1b3b4fcb814c07ae3fbae7362a7e1145442b437f62f9a20b295778bde320775,"Event-based sensors (EBS) are a promising new technology for star tracking due to their low latency and power efficiency, but prior work has thus far been evaluated exclusively in simulation with simplified signal models. We propose a novel algorithm for event-based star tracking, grounded in an analysis of the EBS circuit and an extended Kalman filter (EKF). We quantitatively evaluate our method using real night sky data, comparing its results with those from a space-ready active-pixel sensor (APS) star tracker. We demonstrate that our method is an order-of-magnitude more accurate than existing methods due to improved signal modeling and state estimation, while providing more frequent updates and greater motion tolerance than conventional APS trackers. We provide all code and the first dataset of events synchronized with APS solutions.",https://openaccess.thecvf.com/content/CVPR2025/html/Reed_EBS-EKF_Accurate_and_High_Frequency_Event-based_Star_Tracking_CVPR_2025_paper.html,exclude,,exclude,Event-based star tracking is a highly specialized geometric application without SNN relevance.,exclude,,exclude,Star-tracker modeling is outside the advisor direction.,excluded_from_active_corpus,no,Codex semantic review of complete title + complete official abstract,not_needed,
CVPR2025-0470,EDCFlow: Exploring Temporally Dense Difference Maps for Event-based Optical Flow Estimation,2025,CVPR,,yes,yes,cf6fd448c98693808afbe65700eefc55ac0b6cfc362c5745aea4ab78961b0437,"Recent learning-based methods for event-based optical flow estimation utilize cost volumes for pixel matching but suffer from redundant computations and limited scalability to higher resolutions for flow refinement. In this work, we take advantage of the complementarity between temporally dense feature differences of adjacent event frames and cost volume and present a lightweight event-based optical flow network (EDCFlow) to achieve high-quality flow estimation at a higher resolution. Specifically, an attention-based multi-scale temporal feature difference layer is developed to capture diverse motion patterns at high resolution in a computation-efficient manner. An adaptive fusion of high-resolution difference motion features and low-resolution correlation motion features is performed to enhance motion representation and model generalization. Notably, EDCFlow can serve as a plug-and-play refinement module for RAFT-like event-based methods to enhance flow details. Extensive experiments demonstrate that EDCFlow achieves better performance with lower complexity compared to existing methods, offering superior generalization. Codes and models will be available at here.",https://openaccess.thecvf.com/content/CVPR2025/html/Liu_EDCFlow_Exploring_Temporally_Dense_Difference_Maps_for_Event-based_Optical_Flow_CVPR_2025_paper.html,background,temporal_modeling;efficiency_hardware,reference,"EDCFlow supplies event-side evidence on dense temporal differences, scalability, and optical-flow refinement, but no SNN.",discussion,frequency;scalability_efficiency;task_generalization,reference,Efficient high-resolution temporal-difference modeling is a concrete SECNet comparator.,retained_reference,no,Codex semantic review of complete title + complete official abstract,not_needed,
CVPR2025-1504,Edge-SD-SR: Low Latency and Parameter Efficient On-device Super-Resolution with Stable Diffusion via Bidirectional Conditioning,2025,CVPR,,no,yes,6785fbbbad94342cbd36d57b0d1593f24b4ddde5bbe71468285bcd3183dc4da9,"There has been immense progress recently in the visual quality of Stable Diffusion-based Super Resolution (SD-SR). However, deploying large diffusion models on computationally restricted devices such as mobile phones remains impractical due to the large model size and high latency. This is compounded for SR as it often operates at high res (e.g. 4Kx3K). In this work, we introduce Edge-SD-SR, the first parameter efficient and low latency diffusion model for image super-resolution. Edge-SD-SR consists of 169M parameters, including UNet, encoder and decoder, and has a complexity of only 142 GFLOPs. To maintain a high visual quality on such low compute budget, we introduce a number of training strategies: (i) A novel conditioning mechanism on the low-resolution input, coined bidirectional conditioning, which tailors the SD model for the SR task. (ii) Joint training of the UNet and encoder, while decoupling the encodings of the HR and LR images and using a dedicated schedule. (iii) Finetuning the decoder using the UNet's output to directly tailor the decoder to the latents obtained at inference time. Edge-SD-SR runs efficiently on device, e.g. it can upscale a 128x128 patch to 512x512 in 38 msec while running on a Samsung S24 DSP, and of a 512 x 512 to 2, 048 x 2, 048 (requiring 25 model evaluations) in just 1.1 sec. Furthermore, we show that Edge-SD-SR matches or even outperforms state-of-the-art SR approaches on the most established SR benchmarks.",https://openaccess.thecvf.com/content/CVPR2025/html/Hadji_Edge-SD-SR_Low_Latency_and_Parameter_Efficient_On-device_Super-Resolution_with_Stable_CVPR_2025_paper.html,exclude,,exclude,The complete official abstract uses event or spike terminology outside event-camera/DVS processing and does not establish an in-scope SNN contribution.,exclude,,exclude,"The paper has no material connection to SECNet's Event Cloud, Fourier/FFT, or SNN extension.",excluded_from_active_corpus,no,Codex semantic review of complete official title + complete official abstract,not_needed,
CVPR2025-2020,Efficient ANN-Guided Distillation: Aligning Rate-based Features of Spiking Neural Networks through Hybrid Block-wise Replacement,2025,CVPR,,yes,yes,33867baf89eac79e3b9884e8c79d3353d11da34827d9e63c7d9ed7c7d11523b3,"Spiking Neural Networks (SNNs) have garnered considerable attention as a potential alternative to Artificial Neural Networks (ANNs). Recent studies have highlighted SNNs' potential on large-scale datasets. For SNN training, two main approaches exist: direct training and ANN-to-SNN (ANN2SNN) conversion. To fully leverage existing ANN models in guiding SNN learning, either direct ANN-to-SNN conversion or ANN-SNN distillation training can be employed. In this paper, we propose an ANN-SNN distillation framework from the ANN-to-SNN perspective, designed with a block-wise replacement strategy for ANN-guided learning. By generating intermediate hybrid models that progressively align SNN feature spaces to those of ANN through rate-based features, our framework naturally incorporates rate-based backpropagation as a training method. Our approach achieves results comparable to or better than state-of-the-art SNN distillation methods, showing both training and learning efficiency.",https://openaccess.thecvf.com/content/CVPR2025/html/Yang_Efficient_ANN-Guided_Distillation_Aligning_Rate-based_Features_of_Spiking_Neural_Networks_CVPR_2025_paper.html,background,learning;architecture,reference,Block-wise ANN-guided SNN distillation supports hybrid and conversion training taxonomy without event-camera design.,discussion,snn_hybrid;scalability_efficiency,reference,Progressive hybrid replacement is a concrete route for adding an SNN branch to an ANN method.,retained_reference,no,Codex semantic review of complete title + complete official abstract,not_needed,
