paper_id,title,year,venue,official_track,in_active_corpus,abstract_reviewed,abstract_sha256,abstract,official_page,survey_role,survey_topics,survey_core_decision,survey_reason,advisor_role,advisor_topics,advisor_core_decision,advisor_reason,reading_status,needs_pdf_check,evidence_basis,pdf_boundary_check,pdf_boundary_finding
CVPR2024-2179,SFOD: Spiking Fusion Object Detector,2024,CVPR,,yes,yes,94d96f8599fa71ac936850690af04279c72a410a494fb6c4cd98f972370b146b,Event cameras characterized by high temporal resolution high dynamic range low power consumption and high pixel bandwidth offer unique capabilities for object detection in specialized contexts. Despite these advantages the inherent sparsity and asynchrony of event data pose challenges to existing object detection algorithms. Spiking Neural Networks (SNNs) inspired by the way the human brain codes and processes information offer a potential solution to these difficulties. However their performance in object detection using event cameras is limited in current implementations. In this paper we propose the Spiking Fusion Object Detector (SFOD) a simple and efficient approach to SNN-based object detection. Specifically we design a Spiking Fusion Module achieving the first-time fusion of feature maps from different scales in SNNs applied to event cameras. Additionally through integrating our analysis and experiments conducted during the pretraining of the backbone network on the NCAR dataset we delve deeply into the impact of spiking decoding strategies and loss functions on model performance. Thereby we establish state-of-the-art classification results based on SNNs achieving 93.7% accuracy on the NCAR dataset. Experimental results on the GEN1 detection dataset demonstrate that the SFOD achieves a state-of-the-art mAP of 32.1% outperforming existing SNN-based approaches. Our research not only underscores the potential of SNNs in object detection with event cameras but also propels the advancement of SNNs. Code is available at https://github.com/yimeng-fan/SFOD.,https://openaccess.thecvf.com/content/CVPR2024/html/Fan_SFOD_Spiking_Fusion_Object_Detector_CVPR_2024_paper.html,anchor,architecture;detection;learning;efficiency_hardware;event_to_spike,core,"SFOD is a direct SNN-event detector with multiscale spiking fusion, event-specific decoding/loss analysis, and concrete detection and efficiency evidence central to the survey.",discussion,snn_hybrid;scalability_efficiency;task_generalization,reference,Its spiking multiscale fusion and event-detector evaluation provide a concrete SNN extension and comparison direction for the advisor's lightweight event backbone.,survey_core,no,Codex semantic review of complete title + complete official abstract,not_needed,
CVPR2024-1901,SpikingResformer: Bridging ResNet and Vision Transformer in Spiking Neural Networks,2024,CVPR,,yes,yes,abf53b6e87e025e5db3152c224cfd258ecbdb07acc125d22f0dfd6abbacef735,The remarkable success of Vision Transformers in Artificial Neural Networks (ANNs) has led to a growing interest in incorporating the self-attention mechanism and transformer-based architecture into Spiking Neural Networks (SNNs). While existing methods propose spiking self-attention mechanisms that are compatible with SNNs they lack reasonable scaling methods and the overall architectures proposed by these methods suffer from a bottleneck in effectively extracting local features. To address these challenges we propose a novel spiking self-attention mechanism named Dual Spike Self-Attention (DSSA) with a reasonable scaling method. Based on DSSA we propose a novel spiking Vision Transformer architecture called SpikingResformer which combines the ResNet-based multi-stage architecture with our proposed DSSA to improve both performance and energy efficiency while reducing parameters. Experimental results show that SpikingResformer achieves higher accuracy with fewer parameters and lower energy consumption than other spiking Vision Transformer counterparts. Notably our SpikingResformer-L achieves 79.40% top-1 accuracy on ImageNet with 4 time-steps which is the state-of-the-art result in the SNN field.,https://openaccess.thecvf.com/content/CVPR2024/html/Shi_SpikingResformer_Bridging_ResNet_and_Vision_Transformer_in_Spiking_Neural_Networks_CVPR_2024_paper.html,background,architecture;efficiency_hardware,reference,"SpikingResformer is a strong generic SNN architecture and energy baseline, but it does not primarily process event-camera data.",watch,snn_hybrid;scalability_efficiency,reference,"Its local/global spiking architecture and scaling design may inform an SNN branch, though it is not a direct Event Cloud predecessor.",retained_reference,no,Codex semantic review of complete title + complete official abstract,not_needed,
CVPR2024-1053,State Space Models for Event Cameras,2024,CVPR,,yes,yes,44ccb4c548ebb2ab9bde645ee3f919bf44849ad03d1be3b0103bf30ca50235bb,Today state-of-the-art deep neural networks that process event-camera data first convert a temporal window of events into dense grid-like input representations. As such they exhibit poor generalizability when deployed at higher inference frequencies (i.e. smaller temporal windows) than the ones they were trained on. We address this challenge by introducing state-space models (SSMs) with learnable timescale parameters to event-based vision. This design adapts to varying frequencies without the need to retrain the network at different frequencies. Additionally we investigate two strategies to counteract aliasing effects when deploying the model at higher frequencies. We comprehensively evaluate our approach against existing methods based on RNN and Transformer architectures across various benchmarks including Gen1 and 1 Mpx event camera datasets. Our results demonstrate that SSM-based models train 33% faster and also exhibit minimal performance degradation when tested at higher frequencies than the training input. Traditional RNN and Transformer models exhibit performance drops of more than 20 mAP with SSMs having a drop of 3.31 mAP highlighting the effectiveness of SSMs in event-based vision tasks.,https://openaccess.thecvf.com/content/CVPR2024/html/Zubic_State_Space_Models_for_Event_Cameras_CVPR_2024_paper.html,background,temporal_modeling;detection;robustness_open_challenges,reference,The event-camera SSM establishes frequency-robust temporal memory as a non-spiking comparator for SNN state dynamics and deployment at varying event windows.,exclude,,exclude,Its SSM-based operational-frequency generalization is outside the confirmed advisor extension; it remains selected Survey background.,retained_reference,no,Codex semantic review of complete title + complete official abstract,not_needed,
CVPR2024-0162,Towards Robust Event-guided Low-Light Image Enhancement: A Large-Scale Real-World Event-Image Dataset and Novel Approach,2024,CVPR,,no,yes,8e5c4ca96f465953351d887ea0f85ad744d51db9f5d2049930b32b8b0091a625,Event camera has recently received much attention for low-light image enhancement (LIE) thanks to their distinct advantages such as high dynamic range. However current research is prohibitively restricted by the lack of large-scale real-world and spatial-temporally aligned event-image datasets. To this end we propose a real-world (indoor and outdoor) dataset comprising over 30K pairs of images and events under both low and normal illumination conditions. To achieve this we utilize a robotic arm that traces a consistent non-linear trajectory to curate the dataset with spatial alignment precision under 0.03mm. We then introduce a matching alignment strategy rendering 90% of our dataset with errors less than 0.01s. Based on the dataset we propose a novel event-guided LIE approach called EvLight towards robust performance in real-world low-light scenes. Specifically we first design the multi-scale holistic fusion branch to extract holistic structural and textural information from both events and images. To ensure robustness against variations in the regional illumination and noise we then introduce a Signal-to-Noise-Ratio (SNR)-guided regional feature selection to selectively fuse features of images from regions with high SNR and enhance those with low SNR by extracting regional structural information from events. our EvLight significantly surpasses the frame-based methods e.g. Retinexformer by 1.14 dB and 2.62 dB respectively. Code and datasets are available at https://vlislab22.github.io/eg-lowlight/.,https://openaccess.thecvf.com/content/CVPR2024/html/Liang_Towards_Robust_Event-guided_Low-Light_Image_Enhancement_A_Large-Scale_Real-World_Event-Image_CVPR_2024_paper.html,exclude,,exclude,EvLight is an event-guided low-light enhancement ANN and dataset contribution without SNN computation or a necessary integration role.,exclude,,exclude,Its illumination-aware image enhancement is task-specific and not materially connected to the SECNet extension axes.,excluded_from_active_corpus,no,Codex semantic review of complete title + complete official abstract,not_needed,
CVPR2024-1718,TTA-EVF: Test-Time Adaptation for Event-based Video Frame Interpolation via Reliable Pixel and Sample Estimation,2024,CVPR,,yes,yes,29d173682e481f637ba1c4c8f15fa1ffeec02fe196f83f747dc84b2d01cc6922,Video Frame Interpolation (VFI) which aims at generating high-frame-rate videos from low-frame-rate inputs is a highly challenging task. The emergence of bio-inspired sensors known as event cameras which boast microsecond-level temporal resolution has ushered in a transformative era for VFI. Nonetheless the application of event-based VFI techniques in domains with distinct environments from the training data can be problematic. This is mainly because event camera data distribution can undergo substantial variations based on camera settings and scene conditions presenting challenges for effective adaptation. In this paper we propose a test-time adaptation method for event-based VFI to address the gap between the source and target domains. Our approach enables sequential learning in an online manner on the target domain which only provides low-frame-rate videos. We present an approach that leverages confident pixels as pseudo ground-truths enabling stable and accurate online learning from low-frame-rate videos. Furthermore to prevent overfitting during the continuous online process where the same scene is encountered repeatedly we propose a method of blending historical samples with current scenes. Extensive experiments validate the effectiveness of our method both in cross-domain and continuous domain shifting setups. The code is available at https://github.com/Chohoonhee/TTA-EVF.,https://openaccess.thecvf.com/content/CVPR2024/html/Cho_TTA-EVF_Test-Time_Adaptation_for_Event-based_Video_Frame_Interpolation_via_Reliable_CVPR_2024_paper.html,background,learning;reconstruction_restoration;robustness_open_challenges,reference,"Test-time adaptation under event-camera domain shift is relevant training and deployment background, but TTA-EVF itself is non-spiking.",watch,task_generalization,reference,"Continuous domain adaptation is a possible generalization direction for future experiments, not a direct method-chain component.",retained_reference,no,Codex semantic review of complete title + complete official abstract,not_needed,
CVPR2024-2250,Video Frame Interpolation via Direct Synthesis with the Event-based Reference,2024,CVPR,,no,yes,e586d49a974795048425c4fd924fb6ec84c9e7cfe49958ddae6f535a279dbd1b,Video Frame Interpolation (VFI) has witnessed a surge in popularity due to its abundant downstream applications. Event-based VFI (E-VFI) has recently propelled the advancement of VFI. Thanks to the high temporal resolution benefits event cameras can bridge the informational void present between successive video frames. Most state-of-the-art E-VFI methodologies follow the conventional VFI paradigm which pivots on motion estimation between consecutive frames to generate intermediate frames through a process of warping and refinement. However this reliance engenders a heavy dependency on the quality and consistency of keyframes rendering these methods susceptible to challenges in extreme real-world scenarios such as missing moving objects and severe occlusion dilemmas. This study proposes a novel E-VFI framework that directly synthesize intermediate frames leveraging event-based reference obviating the necessity for explicit motion estimation and substantially enhancing the capacity to handle motion occlusion. Given the sparse and inherently noisy nature of event data we prioritize the reliability of the event-based reference leading to the development of an innovative event-aware reconstruction strategy for accurate reference generation. Besides we implement a bi-directional event-guided alignment from keyframes to the reference using the introduced E-PCD module. Finally a transformer-based decoder is adopted for prediction refinement. Comprehensive experimental evaluations on both synthetic and real-world datasets underscore the superiority of our approach and its potential to execute high-quality VFI tasks.,https://openaccess.thecvf.com/content/CVPR2024/html/Liu_Video_Frame_Interpolation_via_Direct_Synthesis_with_the_Event-based_Reference_CVPR_2024_paper.html,exclude,,exclude,The event-reference VFI architecture is a conventional restoration model and does not add necessary SNN-event integration evidence.,exclude,,exclude,Its event-aware reconstruction and alignment are specific to frame interpolation and not close to SECNet's representation or scalable backbone.,excluded_from_active_corpus,no,Codex semantic review of complete title + complete official abstract,not_needed,
ECCV2024-0096,Asynchronous Bioplausible Neuron for Spiking Neural Networks for Event-Based Vision,2024,ECCV,,yes,yes,22f55e4c10f2433a24a0f4e900b5928c51d93c1c23de9c6a715433e9dd2d0f85,"Spiking Neural Networks (SNNs) offer a biologically inspired approach to computer vision that can lead to more efficient processing of visual data with reduced energy consumption. However, maintaining homeostasis within SNNs is challenging, as it requires continuous adjustment of neural responses to preserve equilibrium and optimal processing efficiency amidst diverse and often unpredictable input signals. In response to these challenges, we propose the Asynchronous Bioplausible Neuron (ABN), a dynamic spike firing mechanism that offers a simple yet potent auto-adjustment to variations in input signals. Its parameters, Membrane Gradient (MG), Threshold Retrospective Gradient (TRG), and Spike Efficiency (SE), make it stand out for its easy implementation, significant effectiveness, and proven reduction in power consumption, a key innovation demonstrated in our experiments. Comprehensive evaluation across various datasets demonstrates ABN's enhanced performance in image classification and segmentation, maintenance of neural equilibrium, and energy efficiency. The code will be publicly available on the GitHub Project Page.",https://eccv.ecva.net/virtual/2024/poster/1172,background,architecture;learning;efficiency_hardware,reference,ABN contributes a general adaptive spiking-neuron mechanism and neuromorphic benchmark evidence; it informs neuron design but is not an event-camera-specific pipeline.,discussion,snn_hybrid;scalability_efficiency,reference,Dynamic homeostatic firing and claimed power reduction offer a concrete neuron-level extension question for an SNN version of the advisor backbone.,retained_reference,no,Codex semantic review of complete title + complete official abstract,not_needed,
ECCV2024-0527,BeNeRF:Neural Radiance Fields from a Single Blurry Image and Event Stream,2024,ECCV,,no,yes,097011762af042319853e049a6fd71545ee4f266e22a1d857ac6b378cc939306,"Neural implicit representation of visual scenes has attracted a lot of attention in recent research of computer vision and graphics. Most prior methods focus on how to reconstruct 3D scene representation from a set of images. In this work, we demonstrate the possibility to recover the neural radiance fields (NeRF) from a single blurry image and its corresponding event stream. We model the camera motion with a cubic B-Spline in SE(3) space. Both the blurry image and the brightness change within a time interval, can then be synthesized from the 3D scene representation given the 6-DoF poses interpolated from the cubic B-Spline. Our method can jointly learn both the implicit neural scene representation and recover the camera motion by minimizing the differences between the synthesized data and the real measurements without pre-computed camera poses from COLMAP. We evaluate the proposed method with both synthetic and real datasets. The experimental results demonstrate that we are able to render view-consistent latent sharp images from the learned NeRF and bring a blurry image alive in high quality.",https://eccv.ecva.net/virtual/2024/poster/553,exclude,,exclude,BeNeRF is an event-guided radiance-field reconstruction method without SNN computation and does not support a required integration category.,exclude,,exclude,NeRF reconstruction and camera-motion optimization are outside the SECNet classification and scalable Event Cloud direction.,excluded_from_active_corpus,no,Codex semantic review of complete title + complete official abstract,not_needed,
ECCV2024-0858,BKDSNN: Enhancing the Performance of Learning-based Spiking Neural Networks Training with Blurred Knowledge Distillation,2024,ECCV,,yes,yes,513a323ae73be1c758d66d2431a1d3d4c65cfaf5a971c255e7d81102a10fc1ec,"Spiking neural networks (SNNs), which mimic biological neural system to convey information via discrete spikes, are well known as brain-inspired models with excellent computing efficiency. By utilizing the surrogate gradient estimation for discrete spikes, learning-based SNN training methods that can achieve ultra-low inference latency (number of time-step) emerge recently. Nevertheless, due to the difficulty in deriving precise gradient estimation for discrete spikes using learning-based method, a distinct accuracy gap persists between SNN and its artificial neural networks (ANNs) counterpart. To address the aforementioned issue, we propose a blurred knowledge distillation (BKD) technique, which leverages random blurred SNN feature to restore and imitate the ANN feature. Note that, our BKD is applied upon the feature map right before the last layer of SNN, which can also mix with prior logits-based knowledge distillation for maximized accuracy boost. To our best knowledge, in the category of learning-based methods, our work achieves state-of-the-art performance for training SNNs on both static and neuromorphic datasets. On ImageNet dataset, BKDSNN outperforms prior best results by 4.51% and 0.93% with the network topology of CNN and Transformer respectively.",https://eccv.ecva.net/virtual/2024/poster/2655,background,learning;architecture,reference,"BKDSNN supplies generic SNN knowledge-distillation context for closing ANN-SNN accuracy gaps, but event-camera data are not the core method concern.",watch,snn_hybrid,reference,"ANN-to-SNN feature distillation may inform a hybrid extension, though it has no direct Event Cloud or frequency relation.",retained_reference,no,Codex semantic review of complete title + complete official abstract,not_needed,
ECCV2024-0606,CMTA: Cross-Modal Temporal Alignment for Event-guided Video Deblurring,2024,ECCV,,yes,yes,ead55bec4fc09838b34bbaa528f89d15e6f3439bf9f641cfa48f0c55234329a8,"Video deblurring aims to enhance the quality of restored results in motion-blurred videos by effectively gathering information from adjacent video frames to compensate for the insufficient data in a single blurred frame. However, when faced with consecutively severe motion blur situations, frame-based video deblurring methods often fail to find accurate temporal correspondence among neighboring video frames, leading to diminished performance. To address this limitation, we aim to solve the video deblurring task by leveraging an event camera with micro-second temporal resolution. To fully exploit the dense temporal resolution of the event camera, we propose two modules: 1) Intra-frame feature enhancement operates within the exposure time of a single blurred frame, iteratively enhancing cross-modality features in a recurrent manner to better utilize the rich temporal information of events, 2) Inter-frame temporal feature alignment gather valuable long-range temporal information to target frames, aggregating sharp features leveraging the advantages of the events. In addition, we present a novel dataset composed of real-world blurred RGB videos, corresponding sharp videos, and event data. This dataset serves as a valuable resource for evaluating event-guided deblurring methods. We demonstrate that our proposed methods outperform state-of-the-art frame-based and event-based motion deblurring methods through extensive experiments conducted on both synthetic and real-world deblurring datasets. The code and dataset will be made publicly available upon acceptance.",https://eccv.ecva.net/virtual/2024/poster/259,background,reconstruction_restoration;temporal_modeling;datasets_benchmarks,reference,"CMTA supplies a non-SNN event deblurring baseline for cross-modal temporal alignment and long-range aggregation, useful when comparing hybrid/spiking restoration methods.",watch,task_generalization,reference,Its intra/inter-frame temporal design is adjacent long-context evidence but not a direct Event Cloud or frequency method-chain paper.,retained_reference,no,Codex semantic review of complete title + complete official abstract,not_needed,
ECCV2024-1631,DailyDVS-200: A Comprehensive Benchmark Dataset for Event-Based Action Recognition,2024,ECCV,,yes,yes,05c60189d81ddd945324d4cf30493691a4eea448949606ca4b0b22531cea292f,"Neuromorphic sensors, specifically event cameras, revolutionize visual data acquisition by capturing pixel intensity changes with exceptional dynamic range, minimal latency, and energy efficiency, setting them apart from conventional frame-based cameras. The distinctive capabilities of event cameras have ignited significant interest in the domain of event-based action recognition, recognizing their vast potential for advancement. However, the development in this field is currently slowed by the lack of comprehensive, large-scale datasets, which are critical for developing robust recognition frameworks. To bridge this gap, we introduces DailyDVS-200, a meticulously curated benchmark dataset tailored for the event-based action recognition community. DailyDVS-200 is extensive, covering 200 action categories across real-world scenarios, recorded by 47 participants, and comprises more than 22,000 event sequences. This dataset is designed to reflect a broad spectrum of action types, scene complexities, and data acquisition diversity. Each sequence in the dataset is annotated with 14 attributes, ensuring a detailed characterization of the recorded actions. Moreover, DailyDVS-200 is structured to facilitate a wide range of research paths, offering a solid foundation for both validating existing approaches and inspiring novel methodologies. By setting a new benchmark in the field, we challenge the current limitations of neuromorphic data processing and invite a surge of new approaches in event-based action recognition techniques, which paves the way for future explorations in neuromorphic computing and beyond.",https://eccv.ecva.net/virtual/2024/poster/330,background,classification_recognition;datasets_benchmarks;robustness_open_challenges,reference,DailyDVS-200 is a major action-recognition benchmark needed to evaluate spiking event-recognition claims and dataset coverage.,watch,datasets;task_generalization,reference,"DailyDVS-200 remains a possible recognition benchmark reference, not a method-chain or frequency/SNN mechanism paper.",retained_reference,no,Codex semantic review of complete title + complete official abstract,not_needed,
ECCV2024-1168,EAS-SNN: End-to-End Adaptive Sampling and Representation for Event-based Detection with Recurrent Spiking Neural Networks,2024,ECCV,,yes,yes,aa8b35c62e653265ff82cce4783d3556fe4d3db83b919a491ba5150173a49fb2,"Event cameras, with their high dynamic range and temporal resolution, are ideally suited for object detection, especially under scenarios with motion blur and challenging lighting conditions. However, while most existing approaches prioritize optimizing spatiotemporal representations with advanced detection backbones and early aggregation functions, the crucial issue of adaptive event sampling remains largely unaddressed. Spiking Neural Networks (SNNs), which operate on an event-driven paradigm through sparse spike communication, emerge as a natural fit for addressing this challenge. In this study, we discover that the neural dynamics of spiking neurons align closely with the behavior of an ideal temporal event sampler. Motivated by this insight, we propose a novel adaptive sampling module that leverages recurrent convolutional SNNs enhanced with temporal memory, facilitating a fully end-to-end learnable framework for event-based detection. Additionally, we introduce Residual Potential Dropout (RPD) and Spike-Aware Training (SAT) to regulate potential distribution and address performance degradation encountered in spike-based sampling modules. Through rigorous testing on neuromorphic datasets for event-based detection, our approach demonstrably surpasses existing state-of-the-art spike-based methods, achieving superior performance with significantly fewer parameters and time steps. For instance, our method achieves a 4.4\% mAP improvement on the Gen1 dataset, while requiring 38\% fewer parameters and three time steps. Moreover, the applicability and effectiveness of our adaptive sampling methodology extend beyond SNNs, as demonstrated through further validation on conventional non-spiking detection models.",https://eccv.ecva.net/virtual/2024/poster/711,anchor,event_to_spike;representation_slicing;architecture;temporal_modeling;learning;detection;efficiency_hardware,core,"EAS-SNN directly couples recurrent spiking dynamics to adaptive event sampling and detection, with dedicated spike-aware training and efficiency evidence spanning several core survey questions.",discussion,grouping_sampling;snn_hybrid;scalability_efficiency;task_generalization,reference,Its learnable SNN sampler and potential regularization offer concrete adaptive-sampling and SNN integration ideas for a scalable Event Cloud extension.,survey_core,no,Codex semantic review of complete title + complete official abstract,not_needed,
ECCV2024-1843,EDformer: Transformer-Based Event Denoising Across Varied Noise Levels,2024,ECCV,,yes,yes,f3274c021cbc45e4dcb417af204825d19101e55a8faec739b43b19d5402e4573,"Currently, there is relatively limited research on the non-informative background activity noise of event cameras in different brightness conditions, and the relevant real-world datasets is extremely scarce. This limitation contributes to the lack of robustness in existing event denoising algorithms when applied in practical scenarios. This paper addresses this gap by collecting and analyzing background activity noise from the DAVIS346 event camera under different illumination conditions. We introduce the first real-world event denoising dataset, ED24, encompassing 21 noise levels and noise annotations. Furthermore, we propose EDformer, an innovative event-by-event denoising model based on transformer. This model excels in event denoising by learning the spatiotemporal correlations among events across varied noise levels. In comparison to existing denoising algorithms, the proposed EDformer achieves state-of-the-art performance in denoising accuracy, including open-source datasets and datasets captured in practical scenarios with low-light intensity requirements such as zebrafish blood vessels imaging.",https://eccv.ecva.net/virtual/2024/poster/1120,background,event_to_spike;robustness_open_challenges;datasets_benchmarks,reference,"ED24 and event-by-event denoising provide input-noise and robustness context for downstream SNN-event pipelines, but EDformer itself is non-spiking.",watch,datasets;event_cloud_point;task_generalization,reference,"Noise-level robustness may matter to raw Event Cloud deployment, while the Transformer denoiser is not method-chain central.",retained_reference,no,Codex semantic review of complete title + complete official abstract,not_needed,
ECCV2024-2251,Edge-Guided Fusion and Motion Augmentation for Event-Image Stereo,2024,ECCV,,no,yes,b5b9729ec16356c20fa93ec97e870e280894c03c5d778266211d654e3f1aafd9,"Traditional frame-based cameras have achieved impressive performance in stereo matching, yet challenges remain due to sensor constraints, such as low dynamic range and motion blur. In contrast, event cameras capture per-pixel intensity changes asynchronously with high temporal resolution, making them less prone to motion blur and offering a high dynamic range. However, the event stream provides less spatial information compared to intensity images. Although existing state-of-the-art event-based stereo methods fuse features from both modalities, they still struggle to effectively capture and represent edge details in the scene. In this paper, we propose a novel edge-guided event-image stereo network, which utilizes extra edge cues to supplement edge information during disparity estimation. Firstly, we introduce an edge-guided event-image feature fusion approach to effectively supplement edge information in the fused features. Secondly, we incorporate edge cues into the disparity update process by introducing an edge-guided motion augmentation module, further augmenting the edge information during disparity estimation. Finally, we demonstrate the superiority of our method in stereo matching by conducting experiments on the real-world dataset using joint image and event data.",https://eccv.ecva.net/virtual/2024/poster/2116,exclude,,exclude,The event-image stereo network is a conventional multimodal disparity model without a necessary SNN-event integration role.,exclude,,exclude,Edge-guided stereo fusion is task-specific and does not materially support SECNet's representation or scalable frequency architecture.,excluded_from_active_corpus,no,Codex semantic review of complete title + complete official abstract,not_needed,
ECCV2024-1591,Efficient Learning of Event-based Dense Representation using Hierarchical Memories with Adaptive Update,2024,ECCV,,yes,yes,7473380dba819afd3be110b766d6647f9e40775371d7bb11a7a5b7632547aa10,"Leveraging the high temporal resolution of an event-based camera requires highly efficient event-by-event processing. However, dense prediction tasks require explicit pixel-level association, which is challenging for event-based processing frameworks. Existing works aggregate the events into a static frame-like representation at the cost of a much slower processing rate and high compute cost. To address this challenge, this work introduces an event-based spatiotemporal representation learning framework for efficiently solving dense prediction tasks. We uniquely handle the sparse, asynchronous events using an unstructured, set-based approach and project them into a hierarchically organized multi-level latent memory space that preserves the pixel-level structure. Low-level event streams are dynamically encoded into these latent structures through an explicit attention-based spatial association. Unlike existing works that update these memory stacks at a fixed rate, we introduce a data-adaptive update rate that recurrently keeps track of the past memory states and learns to update the corresponding memory stacks only when it has substantial new information, thereby improving the overall compute latency. Our method consistently achieves competitive performance across different event-based dense prediction tasks while ensuring much lower latency compared to the existing methods.",https://eccv.ecva.net/virtual/2024/poster/650,background,representation_slicing;temporal_modeling;pose_depth_segmentation;efficiency_hardware,core,Hierarchical adaptive memories provide a strong non-SNN event-by-event dense-representation comparator for SNN state/memory and latency claims.,discussion,scalability_efficiency;event_cloud_point;task_generalization,reference,"Its unstructured set input, hierarchical latent memories, and data-adaptive updates are directly relevant alternatives for SECNet scalability and long-context extension.",survey_core,no,Codex semantic review of complete title + complete official abstract,not_needed,
ECCV2024-0564,Efficient Training of Spiking Neural Networks with Multi-Parallel Implicit Stream Architecture,2024,ECCV,,yes,yes,f64e8aa52a55d4d15e58a16916e05e189aa9ddcb6ed3153ab674fee80cd36e5a,"Spiking neural networks (SNNs) are a novel type of bio-plausible neural network with energy efficiency. However, SNNs are non-differentiable and the training memory costs increase with the number of simulation steps. To address these challenges, this work introduces an implicit training method for SNNs inspired by equilibrium models. Our method relies on the multi-parallel implicit stream architecture (MPIS-SNNs). In the forward process, MPIS-SNNs drive multiple fused parallel implicit streams (ISs) to reach equilibrium state simultaneously. In the backward process, MPIS-SNNs solely rely on a single-time-step simulation of SNNs, avoiding the storage of a large number of activations. Extensive experiments on N-MNIST, Fashion-MNIST, CIFAR-10, and CIFAR-100 demonstrate that MPIS-SNNs exhibit excellent characteristics such as low latency, low memory cost, low firing rates, and fast convergence speed, and are competitive among latest efficient training methods for SNNs. Our code is available at an anonymized GitHub repository: https://anonymous.4open.science/r/MPIS-SNNs-3D32.",https://eccv.ecva.net/virtual/2024/poster/1548,background,learning;temporal_modeling;efficiency_hardware,reference,"MPIS-SNN supplies generic memory-efficient implicit SNN training context, but its event-camera involvement is limited to benchmark data rather than method design.",watch,snn_hybrid;scalability_efficiency,reference,"Implicit equilibrium training could matter if adding a trainable SNN branch, though it is not tied to Event Cloud processing.",retained_reference,no,Codex semantic review of complete title + complete official abstract,not_needed,
ECCV2024-0732,Event Camera Data Dense Pre-training,2024,ECCV,,yes,yes,74b625c58369640d071a8950e2ca44c8f8a51ee322897bc2e2d751c8e3aaf2d9,"This paper introduces a self-supervised learning framework designed for pre-training neural networks tailored to dense prediction tasks using event camera data. Our approach utilizes solely event data for training. Transferring achievements from dense RGB pre-training directly to event camera data yields subpar performance. This is attributed to the spatial sparsity inherent in an event image (converted from event data), where many pixels do not contain information. To mitigate this sparsity issue, we encode an event image into event patch features, automatically mine contextual similarity relationships among patches, group the patch features into distinctive contexts, and enforce context-to-context similarities to learn discriminative event features. For training our framework, we curate a synthetic event camera dataset featuring diverse scene and motion patterns. Transfer learning performance on downstream dense prediction tasks illustrates the superiority of our method over state-of-the-art approaches.",https://eccv.ecva.net/virtual/2024/poster/1466,background,learning;representation_slicing;pose_depth_segmentation,reference,Event-specific self-supervised dense pre-training is useful for the survey's learning section and as a non-SNN baseline for sparse event features.,discussion,task_generalization;event_cloud_point;datasets,reference,Event-only pre-training and contextual patch grouping offer concrete representation-learning and transfer questions for a broader SECNet backbone.,retained_reference,no,Codex semantic review of complete title + complete official abstract,not_needed,
ECCV2024-0903,Event Trojan: Asynchronous Event-based Backdoor Attacks,2024,ECCV,,yes,yes,401228decc392c1bbf7f42ef786cd2e48cd4a590d9f674f0efe9f959bb0b8268,"This paper has uncovered the possibility of directly poisoning event data streams by proposing Event Trojan framework, including two kinds of triggers, i.e., immutable and mutable triggers. Specifically, our two types of event triggers are based on a sequence of simulated event spikes, which can be easily incorporated into any event stream to initiate backdoor attacks. Additionally, for the mutable trigger, we design an adaptive learning mechanism to maximize its aggressiveness. To improve the stealthiness, we introduce a novel loss function that constrains the generated contents of mutable triggers, minimizing the difference between triggers and original events while maintaining effectiveness. Extensive experiments on public event datasets show the effectiveness of the proposed backdoor triggers. We hope that this paper can draw greater attention to the potential threats posed by backdoor attacks on event-based tasks.",https://eccv.ecva.net/virtual/2024/poster/2700,background,robustness_open_challenges;event_to_spike,reference,"Event Trojan establishes event-stream-specific backdoor threats that can support the limitations section, but it does not center on attacking SNN dynamics.",exclude,,exclude,Backdoor trigger construction is outside the intended SECNet representation and efficiency extension discussion.,retained_reference,no,Codex semantic review of complete title + complete official abstract,not_needed,
ECCV2024-1002,Event-Adapted Video Super-Resolution,2024,ECCV,,no,yes,31112711e9ae3e59f4dae684543273f927216bff323e7ba4a3499474e24a1bbb,"Introducing event cameras into video super-resolution (VSR) shows great promise. In practice, however, integrating event data as a new modality necessitates a laborious model architecture design. This not only consumes substantial time and effort but also disregards valuable insights from successful existing VSR models. Furthermore, the resource-intensive process of retraining these newly designed structures exacerbates the challenge. In this paper, inspired by recent success of parameter-efficient tuning in reducing the number of trainable parameters of a pre-trained model for downstream tasks, we introduce the Event AdapTER (EATER) for VSR. EATER efficiently utilizes pre-trained VSR model knowledge at the feature level through two lightweight and trainable components: the event-adapted alignment (EAA) unit and the event-adapted fusion (EAF) unit. The EAA unit aligns multiple frames based on the event stream in a coarse-to-fine manner, while the EAF unit efficiently fuses frames with the event stream through a multi-scaled design. Thanks to both units, EATER outperforms the full fine-tuning paradigm. Comprehensive experiments demonstrate the effectiveness of EATER, achieving superior results with parameter efficiency.",https://eccv.ecva.net/virtual/2024/poster/1743,exclude,,exclude,EATER is a conventional event-adapted video super-resolution method and does not add essential SNN-event integration evidence.,exclude,,exclude,Parameter-efficient VSR adaptation is too task-specific for the current SECNet/TPAMI method chain.,excluded_from_active_corpus,no,Codex semantic review of complete title + complete official abstract,not_needed,
